customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,Charges.Daily,Charges.Monthly,Charges.Total,Charges.Daily_range,Charges.Monthly_range,Charges.Total_range,tenure_range
4237-RLAQD,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,1.5283333333333333,45.85,45.85,1.5-2.0,35.0-50.0,0 - 396.0,0-12
4238-HFHSN,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,61,2.7383333333333337,82.15,4904.85,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
4238-JSSWH,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No,35,3.4016666666666664,102.05,3452.55,3.0-4.0,90.0-119.0,3411.5-3779.0,24-36
4248-HCETZ,Male,1,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes,30,2.6550000000000002,79.65,2365.15,2.5-3.0,70.0-80.0,1389.0-3411.5,24-36
4248-QPAVC,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,17,2.8449999999999998,85.35,1463.45,2.5-3.0,80.0-90.0,1389.0-3411.5,12-24
4250-FDVOU,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes,6,1.875,56.25,389.1,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4250-QVQRU,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,2,0.6416666666666667,19.25,48.35,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4250-WAROZ,Male,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,60,3.1083333333333334,93.25,5774.55,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
4250-ZBWLV,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,Yes,68,3.615,108.45,7176.55,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4254-QPEDE,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,52,2.2083333333333335,66.25,3330.1,2.0-2.5,50.0-70.0,1389.0-3411.5,48-60
4255-DDUOU,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes,1,0.6833333333333333,20.5,20.5,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4256-ZWTZI,Female,0,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,5,1.7,51.0,286.8,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4257-GAESD,Female,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),No,6,1.5,45.0,298.7,1.5-2.0,35.0-50.0,0 - 396.0,0-12
4268-YNAHK,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,Yes,33,0.6716666666666666,20.15,682.15,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
4273-MBHYA,Female,0,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,1,2.978333333333333,89.35,89.35,2.5-3.0,80.0-90.0,0 - 396.0,0-12
4274-DRSQT,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No,66,2.9633333333333334,88.9,6000.1,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
4274-OWWYO,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.478333333333333,74.35,74.35,2.0-2.5,70.0-80.0,0 - 396.0,0-12
4277-BWBML,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,72,0.6649999999999999,19.95,1322.85,0 - 1.0,18.0-35.0,1142.5-1389.0,60+
4277-PVRAN,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,8,2.67,80.1,679.3,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
4277-UDIEF,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No,24,2.7,81.0,1923.85,2.5-3.0,80.0-90.0,1389.0-3411.5,12-24
4280-DLSHD,Male,0,Yes,No,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,8,1.825,54.75,445.85,1.5-2.0,50.0-70.0,396.0-1142.5,0-12
4282-ACRXS,Male,1,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,38,0.8283333333333334,24.85,955.75,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
4282-MSACW,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,68,3.9066666666666667,117.2,8035.95,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4282-YMKNA,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,9,2.4916666666666667,74.75,706.6,2.0-2.5,70.0-80.0,396.0-1142.5,0-12
4283-FUTGF,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,19,2.6616666666666666,79.85,1471.75,2.5-3.0,70.0-80.0,1389.0-3411.5,12-24
4283-IVYCI,Male,0,No,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,No,9,2.165,64.95,547.8,2.0-2.5,50.0-70.0,396.0-1142.5,0-12
4285-GYRQC,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,7,2.875,86.25,587.1,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
4289-DTDKW,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,40,3.3766666666666665,101.3,4113.1,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
4290-BSXUX,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,3,2.6550000000000002,79.65,251.75,2.5-3.0,70.0-80.0,0 - 396.0,0-12
4290-UZSKY,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,4,2.6333333333333333,79.0,303.15,2.5-3.0,70.0-80.0,0 - 396.0,0-12
4291-HPAXL,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,1,0.6616666666666667,19.85,19.85,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4291-HYEBC,Female,1,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,No,28,1.3033333333333335,39.1,1096.6,1.0-1.5,35.0-50.0,396.0-1142.5,24-36
4291-SHSBH,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,7,2.3183333333333334,69.55,521.35,2.0-2.5,50.0-70.0,396.0-1142.5,0-12
4291-TPNFG,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,72,2.743333333333333,82.3,5980.55,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
4291-YZODP,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,7,0.6683333333333333,20.05,96.8,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4293-ETKAP,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,65,2.646666666666667,79.4,5071.9,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
4295-YURET,Female,1,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,56,2.42,72.6,4084.35,2.0-2.5,70.0-80.0,3779.0-8685.0,48-60
4298-OYIFC,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,15,3.4483333333333333,103.45,1539.8,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4299-OPXEJ,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,56,0.6516666666666667,19.55,1080.55,0 - 1.0,18.0-35.0,396.0-1142.5,48-60
4299-SIMNS,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,9,2.705,81.15,784.45,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
4301-VVZKA,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,16,2.5133333333333336,75.4,1189.4,2.5-3.0,70.0-80.0,1142.5-1389.0,12-24
4302-ZYFEL,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,69,0.685,20.55,1403.1,0 - 1.0,18.0-35.0,1389.0-3411.5,60+
4304-TSPVK,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,68,3.83,114.9,7843.55,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4304-XUMGI,Male,1,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),No,50,2.5050000000000003,75.15,3822.45,2.5-3.0,70.0-80.0,3779.0-8685.0,48-60
4307-KTUMW,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes,53,3.1300000000000003,93.9,5029.2,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
4307-KWMXE,Male,0,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,No,10,1.1916666666666667,35.75,389.8,1.0-1.5,35.0-50.0,0 - 396.0,0-12
4310-KEDTB,Female,0,No,Yes,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,26,0.9933333333333334,29.8,786.5,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
4311-QTTAI,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,16,0.645,19.35,295.55,0 - 1.0,18.0-35.0,0 - 396.0,12-24
4312-GVYNH,Female,0,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,70,1.6616666666666666,49.85,3370.2,1.5-2.0,35.0-50.0,1389.0-3411.5,60+
4312-KFRXN,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,72,0.8466666666666666,25.4,1710.9,0 - 1.0,18.0-35.0,1389.0-3411.5,60+
4315-MURBD,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,12,3.296666666666667,98.9,1120.95,3.0-4.0,90.0-119.0,396.0-1142.5,0-12
4316-XCSLJ,Male,0,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,17,1.6766666666666665,50.3,846.8,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
4317-VTEOA,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,1.6916666666666667,50.75,50.75,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4318-RAJVY,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,10,0.66,19.8,198.25,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4320-QMLLA,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,No,7,1.8283333333333334,54.85,370.4,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4322-RCYMT,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),Yes,68,2.5266666666666664,75.8,5293.95,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
4323-ELYYB,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,13,0.6666666666666666,20.0,218.55,0 - 1.0,18.0-35.0,0 - 396.0,12-24
4323-OHFOW,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,70,3.518333333333333,105.55,7195.35,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4323-SADQS,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,7,1.15,34.5,279.25,1.0-1.5,18.0-35.0,0 - 396.0,0-12
4324-AHJKS,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),No,5,1.8599999999999999,55.8,300.4,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4324-BZCKL,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,10,1.8516666666666666,55.55,551.3,1.5-2.0,50.0-70.0,396.0-1142.5,0-12
4325-NFSKC,Male,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,19,3.02,90.6,1660.0,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4328-VUFWD,Female,0,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,No,39,1.9766666666666666,59.3,2209.15,1.5-2.0,50.0-70.0,1389.0-3411.5,36-48
4329-YPDDQ,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,20,3.606666666666667,108.2,2203.7,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4332-MUOEZ,Male,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No,20,3.143333333333333,94.3,1818.3,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4334-HOWRP,Male,1,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,2.165,64.95,4546.0,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
4335-BSMJS,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No,62,0.86,25.8,1563.95,0 - 1.0,18.0-35.0,1389.0-3411.5,60+
4335-UPJSI,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,24,0.6583333333333333,19.75,498.1,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
4338-EYCER,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),No,21,1.82,54.6,1125.2,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
4342-HENTK,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,2,2.355,70.65,142.35,2.0-2.5,70.0-80.0,0 - 396.0,0-12
4342-HFXWS,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),No,48,2.3233333333333333,69.7,3023.65,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
4343-EJVQB,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,7,2.478333333333333,74.35,533.6,2.0-2.5,70.0-80.0,396.0-1142.5,0-12
4349-GFQHK,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,1,1.8116666666666668,54.35,54.35,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4350-ZTLPI,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,53,3.631666666666667,108.95,5718.2,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
4351-QLCSU,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,1,1.8333333333333333,55.0,55.0,1.5-2.0,50.0-70.0,0 - 396.0,0-12
4353-HYOJD,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,27,1.6616666666666666,49.85,1336.15,1.5-2.0,35.0-50.0,1142.5-1389.0,24-36
4355-CVPVS,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),No,56,2.9633333333333334,88.9,4968.0,2.5-3.0,80.0-90.0,3779.0-8685.0,48-60
4355-HBJHH,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,Yes,67,2.6566666666666667,79.7,5293.4,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
4359-INNWN,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,17,0.6683333333333333,20.05,337.9,0 - 1.0,18.0-35.0,0 - 396.0,12-24
4360-PNRQB,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,18,2.52,75.6,1395.05,2.5-3.0,70.0-80.0,1389.0-3411.5,12-24
4360-QRAVE,Male,1,No,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,No,37,1.2216666666666667,36.65,1315.0,1.0-1.5,35.0-50.0,1142.5-1389.0,36-48
4361-BKAXE,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,41,3.816666666666667,114.5,4527.45,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
4361-FEBGN,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,48,0.6716666666666666,20.15,982.95,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
4361-JEIVL,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,1.48,44.4,44.4,1.0-1.5,35.0-50.0,0 - 396.0,0-12
4365-MSDYN,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),No,8,0.6516666666666667,19.55,161.15,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4366-CTOUZ,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No,50,3.3400000000000003,100.2,5038.45,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
4367-NHWMM,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1,0.83,24.9,24.9,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4367-NUYAO,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,0.8583333333333333,25.75,0.0,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4369-HTUIF,Male,1,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,6,2.8383333333333334,85.15,503.6,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
4369-NYSCF,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,56,2.525,75.75,4284.65,2.5-3.0,70.0-80.0,3779.0-8685.0,48-60
4373-MAVJG,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,14,3.0300000000000002,90.9,1259.0,3.0-4.0,90.0-119.0,1142.5-1389.0,12-24
4373-VVHQL,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,1.4916666666666667,44.75,44.75,1.0-1.5,35.0-50.0,0 - 396.0,0-12
4374-YMUSQ,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,34,3.875,116.25,3899.05,3.0-4.0,90.0-119.0,3779.0-8685.0,24-36
4376-KFVRS,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,3.8016666666666667,114.05,8468.2,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4377-VDHYI,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,No,32,3.0266666666666664,90.8,3023.85,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
4378-BZYFP,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,17,0.6833333333333333,20.5,365.8,0 - 1.0,18.0-35.0,0 - 396.0,12-24
4378-MYPGO,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,68,3.5083333333333333,105.25,7173.15,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4381-MHQDC,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,No,47,2.1666666666666665,65.0,2879.9,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
4385-GZQXV,Female,1,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,16,3.1483333333333334,94.45,1511.2,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4385-ZKVNW,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,44,1.8299999999999998,54.9,2549.1,1.5-2.0,50.0-70.0,1389.0-3411.5,36-48
4389-UEFCZ,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,72,3.5166666666666666,105.5,7544.0,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4390-KYULV,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),Yes,3,0.685,20.55,51.15,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4391-LNRXK,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,22,3.165,94.95,2142.8,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4391-RESHN,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,23,3.4683333333333333,104.05,2470.1,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
4393-GEADV,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,70,3.825,114.75,7842.3,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
4393-OBCRR,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,3,0.675,20.25,71.2,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4393-RYCRE,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,44,3.5349999999999997,106.05,4510.8,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
4395-PZMSN,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,5,2.8516666666666666,85.55,408.5,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
4396-KLSEH,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,4,0.6616666666666667,19.85,63.0,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4397-FRLTA,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,4,0.6716666666666666,20.15,84.5,0 - 1.0,18.0-35.0,0 - 396.0,0-12
4398-HSCJH,Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes,3,2.12,63.6,155.65,2.0-2.5,50.0-70.0,0 - 396.0,0-12
4402-FTBXC,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,No,54,2.993333333333333,89.8,4667.0,2.5-3.0,80.0-90.0,3779.0-8685.0,48-60
4403-BWPAY,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,14,0.8266666666666667,24.8,321.7,0 - 1.0,18.0-35.0,0 - 396.0,12-24
4404-HIBDJ,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,Yes,25,2.4766666666666666,74.3,1863.8,2.0-2.5,70.0-80.0,1389.0-3411.5,24-36
4412-YLTKF,Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,27,2.6016666666666666,78.05,2135.5,2.5-3.0,70.0-80.0,1389.0-3411.5,24-36
4415-IJZTP,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.4833333333333334,74.5,74.5,2.0-2.5,70.0-80.0,0 - 396.0,0-12
4415-WNGVR,Female,1,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,12,2.64,79.2,943.85,2.5-3.0,70.0-80.0,396.0-1142.5,0-12
